"","Year","County","Per Capita Cost"
"719",2009,"Sherman",6230.32
"720",2009,"Smith",10307.45
"721",2009,"Somervell",9997.34
"722",2009,"Starr",14400.54
"723",2009,"Stephens",9823.69
"724",2009,"Sterling",9775.17
"725",2009,"Stonewall",12355.98
"726",2009,"Sutton",10681.97
"727",2009,"Swisher",8330.05
"728",2009,"Tarrant",11344.76
"729",2009,"Taylor",8375.59
"730",2009,"Terrell",5581.8
"731",2009,"Terry",11025.21
"732",2009,"Throckmorton",10767.62
"733",2009,"Titus",10175.73
"734",2009,"Tom Green",8162.25
"735",2009,"Travis",9475.89
"736",2009,"Trinity",10172.81
"737",2009,"Tyler",9320.29
"738",2009,"Upshur",10162.07
"739",2009,"Upton",12688.77
"740",2009,"Uvalde",8539.72
"741",2009,"Val Verde",8684.41
"742",2009,"Van Zandt",9817.61
"743",2009,"Victoria",9689.69
"744",2009,"Walker",10994.8
"745",2009,"Waller",11101.13
"746",2009,"Ward",8219.18
"747",2009,"Washington",7541.62
"748",2009,"Webb",12281.94
"749",2009,"Wharton",10914.21
"750",2009,"Wheeler",10002.97
"751",2009,"Wichita",9678.8
"752",2009,"Wilbarger",9614.49
"753",2009,"Willacy",13220.28
"754",2009,"Williamson",8720.25
"755",2009,"Wilson",9138.83
"756",2009,"Winkler",8662.5
"757",2009,"Wise",10540.04
"758",2009,"Wood",9264.78
"759",2009,"Yoakum",10004.87
"760",2009,"Young",10685.93
"761",2009,"Zapata",14497.2
"762",2009,"Zavala",11658.94
"763",2010,"Anderson",9405.97
"764",2010,"Andrews",8945.51
"765",2010,"Angelina",10514.85
"766",2010,"Aransas",9585.92
"767",2010,"Archer",9021.11
"768",2010,"Armstrong",7831.52
"769",2010,"Atascosa",10288.64
"770",2010,"Austin",8425.88
"771",2010,"Bailey",8609.17
"772",2010,"Bandera",7778.75
"773",2010,"Bastrop",9453.04
"774",2010,"Baylor",10756.41
"775",2010,"Bee",11682.92
"776",2010,"Bell",8651.5
"777",2010,"Bexar",10488.96
"778",2010,"Blanco",7696.74
"779",2010,"Borden",9379.67
"780",2010,"Bosque",8035.34
"781",2010,"Bowie",9633.63
"782",2010,"Brazoria",10997.91
"783",2010,"Brazos",9541.38
"784",2010,"Brewster",6829.96
"785",2010,"Briscoe",9567.48
"786",2010,"Brooks",13751.24
"787",2010,"Brown",9347.96
"788",2010,"Burleson",8974.54
"789",2010,"Burnet",8739.09
"790",2010,"Caldwell",10952.77
"791",2010,"Calhoun",9763.26
"792",2010,"Callahan",8230.36
"793",2010,"Cameron",12944.76
"794",2010,"Camp",10061.39
"795",2010,"Carson",8466.68
"796",2010,"Cass",9382.53
"797",2010,"Castro",9744.14
"798",2010,"Chambers",12151.22
"799",2010,"Cherokee",10289.06
"800",2010,"Childress",8587.52
"801",2010,"Clay",9325.22
"802",2010,"Cochran",10734.85
"803",2010,"Coke",8661.88
"804",2010,"Coleman",8209.84
"805",2010,"Collin",10430.93
"806",2010,"Collingsworth",13936.91
"807",2010,"Colorado",10492.82
"808",2010,"Comal",8982.46
"809",2010,"Comanche",8715.99
"810",2010,"Concho",7947.92
"811",2010,"Cooke",10169.59
"812",2010,"Coryell",8404.99
"813",2010,"Cottle",6676.48
"814",2010,"Crane",10308.34
"815",2010,"Crockett",7927.16
"816",2010,"Crosby",11205.66
"817",2010,"Culberson",9750.53
"818",2010,"Dallam",8958.69
"819",2010,"Dallas",12163.48
"820",2010,"Dawson",10807.27
"821",2010,"DeWitt",9530.67
"822",2010,"Deaf Smith",8406.24
"823",2010,"Delta",10798.97
"824",2010,"Denton",10954.45
"825",2010,"Dickens",10029.98
"826",2010,"Dimmit",11271.75
"827",2010,"Donley",10639.95
"828",2010,"Duval",13653.57
"829",2010,"Eastland",9765.54
"830",2010,"Ector",10592.19
"831",2010,"Edwards",7792.05
"832",2010,"El Paso",9662.38
"833",2010,"Ellis",10867.11
"834",2010,"Erath",8027.17
"835",2010,"Falls",10350.2
"836",2010,"Fannin",10007.88
"837",2010,"Fayette",9058.22
"838",2010,"Fisher",8850.85
"839",2010,"Floyd",10628.2
"840",2010,"Foard",9487.03
"841",2010,"Fort Bend",11464.17
"842",2010,"Franklin",10635.49
"843",2010,"Freestone",9460.55
"844",2010,"Frio",10347.46
"845",2010,"Gaines",10144.93
"846",2010,"Galveston",12829.6
"847",2010,"Garza",10763.61
"848",2010,"Gillespie",7273.9
"849",2010,"Glasscock",6007.42
"850",2010,"Goliad",8284.79
"851",2010,"Gonzales",9804.43
"852",2010,"Gray",9537.25
"853",2010,"Grayson",10571.26
"854",2010,"Gregg",9995.41
"855",2010,"Grimes",9969.4
"856",2010,"Guadalupe",8953.94
"857",2010,"Hale",10598.91
"858",2010,"Hall",11630.33
"859",2010,"Hamilton",9904.78
"860",2010,"Hansford",8936.67
"861",2010,"Hardeman",11630.57
"862",2010,"Hardin",9962.8
"863",2010,"Harris",13058.36
"864",2010,"Harrison",9830.85
"865",2010,"Hartley",9442.85
"866",2010,"Haskell",9326.84
"867",2010,"Hays",9411.83
"868",2010,"Hemphill",7703.92
"869",2010,"Henderson",9990.78
"870",2010,"Hidalgo",13901.79
"871",2010,"Hill",8960.35
"872",2010,"Hockley",9875.99
"873",2010,"Hood",8652.62
"874",2010,"Hopkins",9569.3
"875",2010,"Houston",9222.49
"876",2010,"Howard",9156.28
"877",2010,"Hudspeth",6224.2
"878",2010,"Hunt",11143.67
"879",2010,"Hutchinson",9173.53
"880",2010,"Irion",8456.49
"881",2010,"Jack",10985.51
"882",2010,"Jackson",10960.42
"883",2010,"Jasper",10350.22
"884",2010,"Jeff Davis",6787.85
"885",2010,"Jefferson",10923.73
"886",2010,"Jim Hogg",14063.37
"887",2010,"Jim Wells",15033.59
"888",2010,"Johnson",10867.21
"889",2010,"Jones",8873.21
"890",2010,"Karnes",9597.9
"891",2010,"Kaufman",11050.76
"892",2010,"Kendall",8942.55
"893",2010,"Kenedy",17009.42
"894",2010,"Kent",7491.5
"895",2010,"Kerr",8013.82
"896",2010,"Kimble",8118.38
"897",2010,"King",5752.79
"898",2010,"Kinney",7917.61
"899",2010,"Kleberg",11445.39
"900",2010,"Knox",10019
"901",2010,"La Salle",10596.05
"902",2010,"Lamar",9935.72
"903",2010,"Lamb",10308.42
"904",2010,"Lampasas",9694.8
"905",2010,"Lavaca",9843.31
"906",2010,"Lee",9365.05
"907",2010,"Leon",8794.97
"908",2010,"Liberty",12902.04
"909",2010,"Limestone",9706.51
"910",2010,"Lipscomb",7148.89
"911",2010,"Live Oak",9071.21
"912",2010,"Llano",8653.96
"913",2010,"Loving",5753
"914",2010,"Lubbock",11143.15
"915",2010,"Lynn",12476.89
"916",2010,"Madison",10766.96
"917",2010,"Marion",10366.23
"918",2010,"Martin",10316.92
"919",2010,"Mason",7406.64
"920",2010,"Matagorda",11163.85
"921",2010,"Maverick",11616.17
"922",2010,"McCulloch",9408.6
"923",2010,"McLennan",8362.95
"924",2010,"McMullen",8348.62
"925",2010,"Medina",9932.47
"926",2010,"Menard",7740.57
"927",2010,"Midland",8708.21
"928",2010,"Milam",11112.67
"929",2010,"Mills",8621.49
"930",2010,"Mitchell",10723.89
"931",2010,"Montague",9470.23
"932",2010,"Montgomery",11293.46
"933",2010,"Moore",8931.4
"934",2010,"Morris",9934.51
"935",2010,"Motley",10180.77
"936",2010,"Nacogdoches",10752.68
"937",2010,"Navarro",10146.16
"938",2010,"Newton",10535.39
"939",2010,"Nolan",9308.17
"940",2010,"Nueces",11287.12
"941",2010,"Ochiltree",8011.24
"942",2010,"Oldham",7390.31
"943",2010,"Orange",10323.25
"944",2010,"Palo Pinto",10372.37
"945",2010,"Panola",10478.16
"946",2010,"Parker",10477
"947",2010,"Parmer",11457.4
"948",2010,"Pecos",8717.36
"949",2010,"Polk",8522.64
"950",2010,"Potter",9612.38
"951",2010,"Presidio",5793.75
"952",2010,"Rains",9058.85
"953",2010,"Randall",8734.34
"954",2010,"Reagan",10121.5
"955",2010,"Real",7926.97
"956",2010,"Red River",11656.49
"957",2010,"Reeves",8639.53
"958",2010,"Refugio",10348.04
"959",2010,"Roberts",6699.02
"960",2010,"Robertson",10660.59
"961",2010,"Rockwall",10609.74
"962",2010,"Runnels",9922.58
"963",2010,"Rusk",11129.49
"964",2010,"Sabine",9055.75
"965",2010,"San Augustine",10113.08
"966",2010,"San Jacinto",11931.65
"967",2010,"San Patricio",11629.14
"968",2010,"San Saba",8626.3
"969",2010,"Schleicher",12248.32
"970",2010,"Scurry",9843.62
"971",2010,"Shackelford",10116.03
"972",2010,"Shelby",10237.7
"973",2010,"Sherman",7898.64
"974",2010,"Smith",10406.28
"975",2010,"Somervell",8954.32
"976",2010,"Starr",14003.37
"977",2010,"Stephens",10549.3
"978",2010,"Sterling",8611.56
"979",2010,"Stonewall",12062.46
"980",2010,"Sutton",12296.98
"981",2010,"Swisher",9204.05
"982",2010,"Tarrant",11573.38
"983",2010,"Taylor",8812.96
"984",2010,"Terrell",6742.04
"985",2010,"Terry",11653.24
"986",2010,"Throckmorton",11484.19
"987",2010,"Titus",11009.35
"988",2010,"Tom Green",8556.36
"989",2010,"Travis",9846.26
"990",2010,"Trinity",11146.13
"991",2010,"Tyler",10510.99
"992",2010,"Upshur",10641.15
"993",2010,"Upton",11298.99
"994",2010,"Uvalde",9666.22
"995",2010,"Val Verde",9097.48
"996",2010,"Van Zandt",9895.55
"997",2010,"Victoria",9858.89
"998",2010,"Walker",11353.08
"999",2010,"Waller",10929.43
"1000",2010,"Ward",8971.55
"1001",2010,"Washington",7829.9
"1002",2010,"Webb",12241.96
"1003",2010,"Wharton",11794.08
"1004",2010,"Wheeler",11195.69
"1005",2010,"Wichita",10080.3
"1006",2010,"Wilbarger",9948.61
"1007",2010,"Willacy",14006.22
"1008",2010,"Williamson",8884.43
"1009",2010,"Wilson",9128.78
"1010",2010,"Winkler",9601
"1011",2010,"Wise",10369.67
"1012",2010,"Wood",9646.66
"1013",2010,"Yoakum",10801.16
"1014",2010,"Young",11596.02
"1015",2010,"Zapata",15010.17
"1016",2010,"Zavala",11639.49
"1017",2011,"Anderson",9490.22
"1018",2011,"Andrews",8170.39
"1019",2011,"Angelina",10351.94
"1020",2011,"Aransas",9285.86
"1021",2011,"Archer",9739.24
"1022",2011,"Armstrong",7924.45
"1023",2011,"Atascosa",10968.39
"1024",2011,"Austin",9089.82
"1025",2011,"Bailey",9001.59
"1026",2011,"Bandera",8077.71
"1027",2011,"Bastrop",9373.41
"1028",2011,"Baylor",10504.47
"1029",2011,"Bee",11734.87
"1030",2011,"Bell",9098.82
"1031",2011,"Bexar",10270.64
"1032",2011,"Blanco",7004.6
"1033",2011,"Borden",9586.81
"1034",2011,"Bosque",8418.7
"1035",2011,"Bowie",9560.61
"1036",2011,"Brazoria",11224.34
"1037",2011,"Brazos",9341.09
"1038",2011,"Brewster",6683.26
"1039",2011,"Briscoe",9135.86
"1040",2011,"Brooks",13898.35
"1041",2011,"Brown",8917.91
"1042",2011,"Burleson",8978.56
"1043",2011,"Burnet",9072.09
"1044",2011,"Caldwell",11186.24
"1045",2011,"Calhoun",10121.47
"1046",2011,"Callahan",8301.88
"1047",2011,"Cameron",12139.23
"1048",2011,"Camp",10443.9
"1049",2011,"Carson",9492.6
"1050",2011,"Cass",9078.61
"1051",2011,"Castro",9997.66
"1052",2011,"Chambers",11538.53
"1053",2011,"Cherokee",9938.14
"1054",2011,"Childress",8798.29
"1055",2011,"Clay",9558.26
"1056",2011,"Cochran",8492.82
"1057",2011,"Coke",7862.52
"1058",2011,"Coleman",8177.2
"1059",2011,"Collin",10269.21
"1060",2011,"Collingsworth",15351.7
"1061",2011,"Colorado",11838.53
"1062",2011,"Comal",9158.86
"1063",2011,"Comanche",8378.43
"1064",2011,"Concho",10103.81
"1065",2011,"Cooke",10698.34
"1066",2011,"Coryell",8763.17
"1067",2011,"Cottle",7808.75
"1068",2011,"Crane",11851.56
"1069",2011,"Crockett",7820.4
"1070",2011,"Crosby",10674.47
"1071",2011,"Culberson",11487.99
"1072",2011,"Dallam",9414.17
"1073",2011,"Dallas",12074.25
"1074",2011,"Dawson",10532.64
"1075",2011,"DeWitt",9883.62
"1076",2011,"Deaf Smith",8530.92
"1077",2011,"Delta",10989.99
"1078",2011,"Denton",10983.64
"1079",2011,"Dickens",10882.6
"1080",2011,"Dimmit",12004.01
"1081",2011,"Donley",9904.57
"1082",2011,"Duval",13710.31
"1083",2011,"Eastland",10034.36
"1084",2011,"Ector",9852.29
"1085",2011,"Edwards",7329.53
"1086",2011,"El Paso",9595.37
"1087",2011,"Ellis",10646.25
"1088",2011,"Erath",8580.6
"1089",2011,"Falls",10270.19
"1090",2011,"Fannin",10630.17
"1091",2011,"Fayette",9020.81
"1092",2011,"Fisher",9165.93
"1093",2011,"Floyd",11582.49
"1094",2011,"Foard",8506.85
"1095",2011,"Fort Bend",11149.98
"1096",2011,"Franklin",10023.83
"1097",2011,"Freestone",10150.48
"1098",2011,"Frio",11661
"1099",2011,"Gaines",11047.71
"1100",2011,"Galveston",12402.29
"1101",2011,"Garza",10630.47
"1102",2011,"Gillespie",7184.95
"1103",2011,"Glasscock",5572.81
"1104",2011,"Goliad",9159.76
"1105",2011,"Gonzales",10062.55
"1106",2011,"Gray",9873.4
"1107",2011,"Grayson",10792.85
"1108",2011,"Gregg",10610.26
"1109",2011,"Grimes",10355.66
"1110",2011,"Guadalupe",9214.41
"1111",2011,"Hale",10663.63
"1112",2011,"Hall",9606.98
"1113",2011,"Hamilton",9288.55
"1114",2011,"Hansford",10697.26
"1115",2011,"Hardeman",12292.42
"1116",2011,"Hardin",10062.28
"1117",2011,"Harris",12949.67
"1118",2011,"Harrison",10126.63
"1119",2011,"Hartley",8330.74
"1120",2011,"Haskell",9028.28
"1121",2011,"Hays",9585.34
"1122",2011,"Hemphill",7020.25
"1123",2011,"Henderson",9979.34
"1124",2011,"Hidalgo",13198.76
"1125",2011,"Hill",8936.94
"1126",2011,"Hockley",9480.41
"1127",2011,"Hood",8998.41
"1128",2011,"Hopkins",9678.42
"1129",2011,"Houston",9633.23
"1130",2011,"Howard",8885.12
"1131",2011,"Hudspeth",5208.25
"1132",2011,"Hunt",11484.38
"1133",2011,"Hutchinson",8926.21
"1134",2011,"Irion",8610.12
"1135",2011,"Jack",11053.85
"1136",2011,"Jackson",10583.51
"1137",2011,"Jasper",10146.93
"1138",2011,"Jeff Davis",7773.41
"1139",2011,"Jefferson",11112.43
"1140",2011,"Jim Hogg",15150.66
"1141",2011,"Jim Wells",14262.61
"1142",2011,"Johnson",10759.82
"1143",2011,"Jones",9334.07
"1144",2011,"Karnes",9710.13
"1145",2011,"Kaufman",10843.33
"1146",2011,"Kendall",8277.65
"1147",2011,"Kenedy",15892.04
"1148",2011,"Kent",10162.87
"1149",2011,"Kerr",8246.72
"1150",2011,"Kimble",8764.51
"1151",2011,"King",5461.45
"1152",2011,"Kinney",7452.1
"1153",2011,"Kleberg",11302.48
"1154",2011,"Knox",9544.05
"1155",2011,"La Salle",10143.27
"1156",2011,"Lamar",10158
"1157",2011,"Lamb",10056.4
"1158",2011,"Lampasas",10102.91
"1159",2011,"Lavaca",11121.98
"1160",2011,"Lee",9981.61
"1161",2011,"Leon",9280.74
"1162",2011,"Liberty",12512.09
"1163",2011,"Limestone",9919.94
"1164",2011,"Lipscomb",8238.37
"1165",2011,"Live Oak",10310.27
"1166",2011,"Llano",8311.63
"1167",2011,"Loving",5208
"1168",2011,"Lubbock",11272.97
"1169",2011,"Lynn",10652.24
"1170",2011,"Madison",11810.66
"1171",2011,"Marion",10056.21
"1172",2011,"Martin",10242.75
"1173",2011,"Mason",7619.04
"1174",2011,"Matagorda",11536.05
"1175",2011,"Maverick",11758.66
"1176",2011,"McCulloch",8578.55
"1177",2011,"McLennan",8506.42
"1178",2011,"McMullen",9801.83
"1179",2011,"Medina",9481.42
"1180",2011,"Menard",7270.47
"1181",2011,"Midland",8709.16
"1182",2011,"Milam",10321.55
"1183",2011,"Mills",8586.62
"1184",2011,"Mitchell",9779.87
"1185",2011,"Montague",9690.02
"1186",2011,"Montgomery",11318.91
"1187",2011,"Moore",9115.24
"1188",2011,"Morris",9637.23
"1189",2011,"Motley",9950.8
"1190",2011,"Nacogdoches",10739.86
"1191",2011,"Navarro",9733.97
"1192",2011,"Newton",10111.27
"1193",2011,"Nolan",9287.45
"1194",2011,"Nueces",11046.66
"1195",2011,"Ochiltree",8459.33
"1196",2011,"Oldham",8234.76
"1197",2011,"Orange",10252.66
"1198",2011,"Palo Pinto",10202.58
"1199",2011,"Panola",10380.33
"1200",2011,"Parker",10017.74
"1201",2011,"Parmer",9875.69
"1202",2011,"Pecos",9461.93
"1203",2011,"Polk",8632.55
"1204",2011,"Potter",9821.9
"1205",2011,"Presidio",6496.92
"1206",2011,"Rains",8767.82
"1207",2011,"Randall",8983.12
"1208",2011,"Reagan",9577.78
"1209",2011,"Real",7704.57
"1210",2011,"Red River",11063.3
"1211",2011,"Reeves",9205.36
"1212",2011,"Refugio",11430.87
"1213",2011,"Roberts",7330.76
"1214",2011,"Robertson",9870.41
"1215",2011,"Rockwall",10218.16
"1216",2011,"Runnels",9775.56
"1217",2011,"Rusk",10697.9
"1218",2011,"Sabine",9511.05
"1219",2011,"San Augustine",10035.12
"1220",2011,"San Jacinto",11614.32
"1221",2011,"San Patricio",11080.59
"1222",2011,"San Saba",8780.61
"1223",2011,"Schleicher",11141.6
"1224",2011,"Scurry",9986.31
"1225",2011,"Shackelford",10100.94
"1226",2011,"Shelby",10033.49
"1227",2011,"Sherman",8868.35
"1228",2011,"Smith",10299.99
"1229",2011,"Somervell",9640.99
"1230",2011,"Starr",12744.6
"1231",2011,"Stephens",9724
"1232",2011,"Sterling",9093.82
"1233",2011,"Stonewall",12612.61
"1234",2011,"Sutton",10524.19
"1235",2011,"Swisher",8705.26
"1236",2011,"Tarrant",11486.13
"1237",2011,"Taylor",8785.64
"1238",2011,"Terrell",8179.96
"1239",2011,"Terry",11833.27
"1240",2011,"Throckmorton",10446.3
"1241",2011,"Titus",10966.56
"1242",2011,"Tom Green",8657.99
"1243",2011,"Travis",9725.65
"1244",2011,"Trinity",11344.11
"1245",2011,"Tyler",10111.39
"1246",2011,"Upshur",10764.06
"1247",2011,"Upton",11986.71
"1248",2011,"Uvalde",9975.07
"1249",2011,"Val Verde",8539.88
"1250",2011,"Van Zandt",9689.17
"1251",2011,"Victoria",9966.83
"1252",2011,"Walker",11399.01
"1253",2011,"Waller",11336.82
"1254",2011,"Ward",9793.93
"1255",2011,"Washington",8382.81
"1256",2011,"Webb",11822.81
"1257",2011,"Wharton",11227.07
"1258",2011,"Wheeler",11209.87
"1259",2011,"Wichita",10176.96
"1260",2011,"Wilbarger",9797.67
"1261",2011,"Willacy",13426.19
"1262",2011,"Williamson",8899.83
"1263",2011,"Wilson",8963.63
"1264",2011,"Winkler",10311.68
"1265",2011,"Wise",10785.38
"1266",2011,"Wood",9490.1
"1267",2011,"Yoakum",10633.39
"1268",2011,"Young",11172.98
"1269",2011,"Zapata",11890.52
"1270",2011,"Zavala",11362.54
"1271",2012,"Anderson",10107.44
"1272",2012,"Andrews",8816.17
"1273",2012,"Angelina",10358.67
"1274",2012,"Aransas",9480.98
"1275",2012,"Archer",10516.51
"1276",2012,"Armstrong",7050.31
"1277",2012,"Atascosa",10049.27
"1278",2012,"Austin",8357.05
"1279",2012,"Bailey",9892.96
"1280",2012,"Bandera",8154.19
"1281",2012,"Bastrop",9466.68
"1282",2012,"Baylor",11885.46
"1283",2012,"Bee",11044.24
"1284",2012,"Bell",9467.45
"1285",2012,"Bexar",10246.38
"1286",2012,"Blanco",7332.82
"1287",2012,"Borden",10757.77
"1288",2012,"Bosque",7675.09
"1289",2012,"Bowie",9451.48
"1290",2012,"Brazoria",10911.79
"1291",2012,"Brazos",9420.06
"1292",2012,"Brewster",6496.07
"1293",2012,"Briscoe",9634.83
"1294",2012,"Brooks",13642.61
"1295",2012,"Brown",8767.29
"1296",2012,"Burleson",9546.68
"1297",2012,"Burnet",8752.34
"1298",2012,"Caldwell",12014.94
"1299",2012,"Calhoun",9624.21
"1300",2012,"Callahan",8994.87
"1301",2012,"Cameron",11981.52
"1302",2012,"Camp",10210.19
"1303",2012,"Carson",9259.54
"1304",2012,"Cass",9808.73
"1305",2012,"Castro",11300.9
"1306",2012,"Chambers",11360.66
"1307",2012,"Cherokee",10178.92
"1308",2012,"Childress",9155.69
"1309",2012,"Clay",10170.29
"1310",2012,"Cochran",10970.03
"1311",2012,"Coke",7296.82
"1312",2012,"Coleman",8484.28
"1313",2012,"Collin",10232.21
"1314",2012,"Collingsworth",16482.64
"1315",2012,"Colorado",11033.18
"1316",2012,"Comal",9311.42
"1317",2012,"Comanche",8255.87
"1318",2012,"Concho",10429.53
"1319",2012,"Cooke",10985.16
"1320",2012,"Coryell",8585.22
"1321",2012,"Cottle",9501.36
"1322",2012,"Crane",11643.77
"1323",2012,"Crockett",7716.17
"1324",2012,"Crosby",10154.31
"1325",2012,"Culberson",13477.71
"1326",2012,"Dallam",10491.17
"1327",2012,"Dallas",11821.51
"1328",2012,"Dawson",10365.97
"1329",2012,"DeWitt",9894.95
"1330",2012,"Deaf Smith",9535.29
"1331",2012,"Delta",9998.83
"1332",2012,"Denton",10803.41
"1333",2012,"Dickens",11059.34
"1334",2012,"Dimmit",12020.29
"1335",2012,"Donley",9094.17
"1336",2012,"Duval",13431.21
"1337",2012,"Eastland",10065.16
"1338",2012,"Ector",9951.13
"1339",2012,"Edwards",7115.57
"1340",2012,"El Paso",9762.34
"1341",2012,"Ellis",10502.31
"1342",2012,"Erath",8360.59
"1343",2012,"Falls",9926.35
"1344",2012,"Fannin",11043.99
"1345",2012,"Fayette",9520.43
"1346",2012,"Fisher",9233.82
"1347",2012,"Floyd",11112
"1348",2012,"Foard",10394.65
"1349",2012,"Fort Bend",11145.95
"1350",2012,"Franklin",10020.67
"1351",2012,"Freestone",9462.45
"1352",2012,"Frio",10854.51
"1353",2012,"Gaines",10677.77
"1354",2012,"Galveston",12358.64
"1355",2012,"Garza",11779.02
"1356",2012,"Gillespie",7125.02
"1357",2012,"Glasscock",6575.79
"1358",2012,"Goliad",9563.46
"1359",2012,"Gonzales",9363.28
"1360",2012,"Gray",10197.57
"1361",2012,"Grayson",10570.77
"1362",2012,"Gregg",10592.48
"1363",2012,"Grimes",10614.25
"1364",2012,"Guadalupe",9354.29
"1365",2012,"Hale",10075.98
"1366",2012,"Hall",10076.45
"1367",2012,"Hamilton",9496.21
"1368",2012,"Hansford",9821.57
"1369",2012,"Hardeman",11764.22
"1370",2012,"Hardin",9892.01
"1371",2012,"Harris",12640.16
"1372",2012,"Harrison",9992.68
"1373",2012,"Hartley",10394.42
"1374",2012,"Haskell",9541.36
"1375",2012,"Hays",9527.8
"1376",2012,"Hemphill",7558.39
"1377",2012,"Henderson",10230.25
"1378",2012,"Hidalgo",12761.65
"1379",2012,"Hill",8731.66
"1380",2012,"Hockley",9845.04
"1381",2012,"Hood",9000.83
"1382",2012,"Hopkins",10078.17
"1383",2012,"Houston",9732.55
"1384",2012,"Howard",8863.26
"1385",2012,"Hudspeth",8207.42
"1386",2012,"Hunt",10890.32
"1387",2012,"Hutchinson",9652.87
"1388",2012,"Irion",6133.81
"1389",2012,"Jack",9603.28
"1390",2012,"Jackson",11025.83
"1391",2012,"Jasper",10327.56
"1392",2012,"Jeff Davis",6845.17
"1393",2012,"Jefferson",11233.42
"1394",2012,"Jim Hogg",14906.03
"1395",2012,"Jim Wells",14251.79
"1396",2012,"Johnson",11133
"1397",2012,"Jones",9033.42
"1398",2012,"Karnes",10500.58
"1399",2012,"Kaufman",10712.11
"1400",2012,"Kendall",8313.18
"1401",2012,"Kenedy",10894.12
"1402",2012,"Kent",10114.93
"1403",2012,"Kerr",7935.88
"1404",2012,"Kimble",8365.72
"1405",2012,"King",8771.55
"1406",2012,"Kinney",9822.58
"1407",2012,"Kleberg",11602.96
"1408",2012,"Knox",9543.69
"1409",2012,"La Salle",10241.08
"1410",2012,"Lamar",10260.21
"1411",2012,"Lamb",9644.93
"1412",2012,"Lampasas",9976.72
"1413",2012,"Lavaca",10574.18
"1414",2012,"Lee",10181.61
"1415",2012,"Leon",9295.01
"1416",2012,"Liberty",12683.95
"1417",2012,"Limestone",9756.14
"1418",2012,"Lipscomb",8692.86
