"","Year","County","Per Capita Cost"
"2108",2015,"Fisher",10150.2
"2109",2015,"Floyd",10555.24
"2110",2015,"Foard",11217.46
"2111",2015,"Fort Bend",10896.35
"2112",2015,"Franklin",10289.23
"2113",2015,"Freestone",9629.92
"2114",2015,"Frio",11501.28
"2115",2015,"Gaines",9902.55
"2116",2015,"Galveston",13041.86
"2117",2015,"Garza",10998.23
"2118",2015,"Gillespie",7178.32
"2119",2015,"Glasscock",10026.58
"2120",2015,"Goliad",11460.66
"2121",2015,"Gonzales",9622.73
"2122",2015,"Gray",10326.38
"2123",2015,"Grayson",11541.47
"2124",2015,"Gregg",10591.29
"2125",2015,"Grimes",10770.19
"2126",2015,"Guadalupe",9207.66
"2127",2015,"Hale",10019.84
"2128",2015,"Hall",10945.45
"2129",2015,"Hamilton",8834.42
"2130",2015,"Hansford",10980.29
"2131",2015,"Hardeman",11037.74
"2132",2015,"Hardin",10556.62
"2133",2015,"Harris",12892.63
"2134",2015,"Harrison",10261.11
"2135",2015,"Hartley",9556.85
"2136",2015,"Haskell",10090.82
"2137",2015,"Hays",9429.91
"2138",2015,"Hemphill",7617.5
"2139",2015,"Henderson",10899.5
"2140",2015,"Hidalgo",12196.71
"2141",2015,"Hill",8364.06
"2142",2015,"Hockley",9720.45
"2143",2015,"Hood",9292.84
"2144",2015,"Hopkins",10773.91
"2145",2015,"Houston",9369.95
"2146",2015,"Howard",9472.23
"2147",2015,"Hudspeth",7632.27
"2148",2015,"Hunt",11269.09
"2149",2015,"Hutchinson",10471.09
"2150",2015,"Irion",7659.12
"2151",2015,"Jack",9532.72
"2152",2015,"Jackson",10879.03
"2153",2015,"Jasper",10486.06
"2154",2015,"Jeff Davis",6087.61
"2155",2015,"Jefferson",11545.83
"2156",2015,"Jim Hogg",15977.99
"2157",2015,"Jim Wells",13852.67
"2158",2015,"Johnson",11478.73
"2159",2015,"Jones",9512.59
"2160",2015,"Karnes",10003.33
"2161",2015,"Kaufman",10620.22
"2162",2015,"Kendall",8457.77
"2163",2015,"Kenedy",17101.37
"2164",2015,"Kent",12573.46
"2165",2015,"Kerr",8265.62
"2166",2015,"Kimble",9723.09
"2167",2015,"King",6063.65
"2168",2015,"Kinney",7715.06
"2169",2015,"Kleberg",11371.45
"2170",2015,"Knox",10708.94
"2171",2015,"La Salle",11020.1
"2172",2015,"Lamar",10127.52
"2173",2015,"Lamb",9545.51
"2174",2015,"Lampasas",11365.95
"2175",2015,"Lavaca",10692.46
"2176",2015,"Lee",10290.01
"2177",2015,"Leon",9639.02
"2178",2015,"Liberty",12904.21
"2179",2015,"Limestone",10526.83
"2180",2015,"Lipscomb",7685.11
"2181",2015,"Live Oak",10875.58
"2182",2015,"Llano",8874.66
"2183",2015,"Loving",5787
"2184",2015,"Lubbock",10532.14
"2185",2015,"Lynn",10527.11
"2186",2015,"Madison",11203.85
"2187",2015,"Marion",11097.93
"2188",2015,"Martin",12019.76
"2189",2015,"Mason",6964.47
"2190",2015,"Matagorda",11848.42
"2191",2015,"Maverick",11783.93
"2192",2015,"McCulloch",9424.65
"2193",2015,"McLennan",8650.65
"2194",2015,"McMullen",9595.24
"2195",2015,"Medina",10102.75
"2196",2015,"Menard",9765.62
"2197",2015,"Midland",9096.77
"2198",2015,"Milam",11466.01
"2199",2015,"Mills",8253.82
"2200",2015,"Mitchell",11459.5
"2201",2015,"Montague",10288.85
"2202",2015,"Montgomery",11450.16
"2203",2015,"Moore",9222.33
"2204",2015,"Morris",10188.7
"2205",2015,"Motley",9283
"2206",2015,"Nacogdoches",10780.73
"2207",2015,"Navarro",10368.66
"2208",2015,"Newton",10765.93
"2209",2015,"Nolan",9851.55
"2210",2015,"Nueces",10830.16
"2211",2015,"Ochiltree",8328.11
"2212",2015,"Oldham",8617.54
"2213",2015,"Orange",10906.91
"2214",2015,"Palo Pinto",10619.8
"2215",2015,"Panola",10845.57
"2216",2015,"Parker",10335.68
"2217",2015,"Parmer",10515.83
"2218",2015,"Pecos",11472.76
"2219",2015,"Polk",8911.7
"2220",2015,"Potter",10342.87
"2221",2015,"Presidio",5786.56
"2222",2015,"Rains",10537.35
"2223",2015,"Randall",9073.54
"2224",2015,"Reagan",10014.11
"2225",2015,"Real",9669.01
"2226",2015,"Red River",11038.06
"2227",2015,"Reeves",9391.45
"2228",2015,"Refugio",11555.57
"2229",2015,"Roberts",5837.92
"2230",2015,"Robertson",10193.2
"2231",2015,"Rockwall",10173.07
"2232",2015,"Runnels",10317.91
"2233",2015,"Rusk",10898.2
"2234",2015,"Sabine",10462.44
"2235",2015,"San Augustine",10912.26
"2236",2015,"San Jacinto",12020.43
"2237",2015,"San Patricio",10647.81
"2238",2015,"San Saba",7688.69
"2239",2015,"Schleicher",10187.33
"2240",2015,"Scurry",10271.12
"2241",2015,"Shackelford",9134.55
"2242",2015,"Shelby",9880.05
"2243",2015,"Sherman",8754.58
"2244",2015,"Smith",10732.17
"2245",2015,"Somervell",10157.97
"2246",2015,"Starr",12545.91
"2247",2015,"Stephens",10893.44
"2248",2015,"Sterling",7564.21
"2249",2015,"Stonewall",12888.84
"2250",2015,"Sutton",7938.7
"2251",2015,"Swisher",11586.4
"2252",2015,"Tarrant",11754.49
"2253",2015,"Taylor",9573.43
"2254",2015,"Terrell",7160.93
"2255",2015,"Terry",12119.17
"2256",2015,"Throckmorton",12793
"2257",2015,"Titus",10139.45
"2258",2015,"Tom Green",8790.42
"2259",2015,"Travis",9972.63
"2260",2015,"Trinity",10548.94
"2261",2015,"Tyler",9541.39
"2262",2015,"Upshur",10133.28
"2263",2015,"Upton",9445.81
"2264",2015,"Uvalde",9458.04
"2265",2015,"Val Verde",8296.04
"2266",2015,"Van Zandt",9898.51
"2267",2015,"Victoria",10026.85
"2268",2015,"Walker",11220.68
"2269",2015,"Waller",11296.58
"2270",2015,"Ward",8778.7
"2271",2015,"Washington",8751.97
"2272",2015,"Webb",11419.06
"2273",2015,"Wharton",11657.14
"2274",2015,"Wheeler",13237.17
"2275",2015,"Wichita",11153.82
"2276",2015,"Wilbarger",10130.52
"2277",2015,"Willacy",12555.49
"2278",2015,"Williamson",9099.25
"2279",2015,"Wilson",9064.69
"2280",2015,"Winkler",9200.53
"2281",2015,"Wise",11490.11
"2282",2015,"Wood",9979.44
"2283",2015,"Yoakum",11097.25
"2284",2015,"Young",11593.64
"2285",2015,"Zapata",11250.12
"2286",2015,"Zavala",13359.85
"2287",2016,"Anderson",11252.84
"2288",2016,"Andrews",8052.16
"2289",2016,"Angelina",10214.86
"2290",2016,"Aransas",8300.09
"2291",2016,"Archer",10390.34
"2292",2016,"Armstrong",10317.52
"2293",2016,"Atascosa",10342.43
"2294",2016,"Austin",9250.59
"2295",2016,"Bailey",10664.73
"2296",2016,"Bandera",8922.57
"2297",2016,"Bastrop",10180.83
"2298",2016,"Baylor",11488.43
"2299",2016,"Bee",12575.89
"2300",2016,"Bell",9942.15
"2301",2016,"Bexar",9977.62
"2302",2016,"Blanco",8197.66
"2303",2016,"Borden",7554.91
"2304",2016,"Bosque",8674.71
"2305",2016,"Bowie",9603.93
"2306",2016,"Brazoria",12123.74
"2307",2016,"Brazos",9885.7
"2308",2016,"Brewster",6680.15
"2309",2016,"Briscoe",10001.7
"2310",2016,"Brooks",14189.2
"2311",2016,"Brown",9404.81
"2312",2016,"Burleson",10970.43
"2313",2016,"Burnet",9650.83
"2314",2016,"Caldwell",11875.9
"2315",2016,"Calhoun",10588.31
"2316",2016,"Callahan",10101.75
"2317",2016,"Cameron",11502.44
"2318",2016,"Camp",11166.94
"2319",2016,"Carson",9249.82
"2320",2016,"Cass",10278.93
"2321",2016,"Castro",11327.73
"2322",2016,"Chambers",12121.91
"2323",2016,"Cherokee",10948.51
"2324",2016,"Childress",8371.63
"2325",2016,"Clay",10340.27
"2326",2016,"Cochran",12252.47
"2327",2016,"Coke",9377.74
"2328",2016,"Coleman",9380.66
"2329",2016,"Collin",10669.27
"2330",2016,"Collingsworth",15925.11
"2331",2016,"Colorado",11176.03
"2332",2016,"Comal",9068.41
"2333",2016,"Comanche",9432.31
"2334",2016,"Concho",10119.7
"2335",2016,"Cooke",10749.35
"2336",2016,"Coryell",9432.41
"2337",2016,"Cottle",8336.32
"2338",2016,"Crane",13723.33
"2339",2016,"Crockett",8477.69
"2340",2016,"Crosby",11827.31
"2341",2016,"Culberson",15371.93
"2342",2016,"Dallam",10380.48
"2343",2016,"Dallas",12111.39
"2344",2016,"Dawson",10359.15
"2345",2016,"DeWitt",10442.67
"2346",2016,"Deaf Smith",9000.15
"2347",2016,"Delta",9501.22
"2348",2016,"Denton",10863.72
"2349",2016,"Dickens",10451.83
"2350",2016,"Dimmit",13077.58
"2351",2016,"Donley",9384.31
"2352",2016,"Duval",13241.66
"2353",2016,"Eastland",10352.43
"2354",2016,"Ector",9883.99
"2355",2016,"Edwards",9084.13
"2356",2016,"El Paso",9613.44
"2357",2016,"Ellis",10861.25
"2358",2016,"Erath",9113.92
"2359",2016,"Falls",10469.77
"2360",2016,"Fannin",12319.98
"2361",2016,"Fayette",9644.98
"2362",2016,"Fisher",12091.03
"2363",2016,"Floyd",11872.26
"2364",2016,"Foard",11880.47
"2365",2016,"Fort Bend",11070.47
"2366",2016,"Franklin",10018.72
"2367",2016,"Freestone",10556.61
"2368",2016,"Frio",11144.61
"2369",2016,"Gaines",10980.28
"2370",2016,"Galveston",13165.79
"2371",2016,"Garza",10912.08
"2372",2016,"Gillespie",7400.66
"2373",2016,"Glasscock",11826.15
"2374",2016,"Goliad",11714.95
"2375",2016,"Gonzales",9653.29
"2376",2016,"Gray",10875.59
"2377",2016,"Grayson",11837.99
"2378",2016,"Gregg",10743.84
"2379",2016,"Grimes",10799.39
"2380",2016,"Guadalupe",9451.98
"2381",2016,"Hale",9801.17
"2382",2016,"Hall",8903.72
"2383",2016,"Hamilton",9546.41
"2384",2016,"Hansford",10269.22
"2385",2016,"Hardeman",12283.84
"2386",2016,"Hardin",10699.24
"2387",2016,"Harris",12673.66
"2388",2016,"Harrison",10343.34
"2389",2016,"Hartley",11086.6
"2390",2016,"Haskell",10581.36
"2391",2016,"Hays",9960.37
"2392",2016,"Hemphill",8358.9
"2393",2016,"Henderson",10818.41
"2394",2016,"Hidalgo",11629.32
"2395",2016,"Hill",9268.27
"2396",2016,"Hockley",10781.87
"2397",2016,"Hood",9841.88
"2398",2016,"Hopkins",10466.34
"2399",2016,"Houston",9519.08
"2400",2016,"Howard",10386.09
"2401",2016,"Hudspeth",6660.32
"2402",2016,"Hunt",12127.68
"2403",2016,"Hutchinson",10525.95
"2404",2016,"Irion",7339.52
"2405",2016,"Jack",9938.49
"2406",2016,"Jackson",11201.51
"2407",2016,"Jasper",11235.29
"2408",2016,"Jeff Davis",7605.67
"2409",2016,"Jefferson",11921.38
"2410",2016,"Jim Hogg",16634.55
"2411",2016,"Jim Wells",13464.87
"2412",2016,"Johnson",11700.62
"2413",2016,"Jones",10449.66
"2414",2016,"Karnes",11201.71
"2415",2016,"Kaufman",11104.1
"2416",2016,"Kendall",9090.67
"2417",2016,"Kenedy",17646.48
"2418",2016,"Kent",11122.73
"2419",2016,"Kerr",9007.46
"2420",2016,"Kimble",9042.41
"2421",2016,"King",11302.91
"2422",2016,"Kinney",8997.79
"2423",2016,"Kleberg",12007.87
"2424",2016,"Knox",10499.25
"2425",2016,"La Salle",10275.72
"2426",2016,"Lamar",10983.69
"2427",2016,"Lamb",9762.12
"2428",2016,"Lampasas",14177.67
"2429",2016,"Lavaca",11788.26
"2430",2016,"Lee",10644.84
"2431",2016,"Leon",9816.14
"2432",2016,"Liberty",13362.73
"2433",2016,"Limestone",10309.27
"2434",2016,"Lipscomb",6837.19
"2435",2016,"Live Oak",10315.19
"2436",2016,"Llano",9406.96
"2437",2016,"Loving",5652
"2438",2016,"Lubbock",10776.28
"2439",2016,"Lynn",11215.64
"2440",2016,"Madison",12165.54
"2441",2016,"Marion",11214.69
"2442",2016,"Martin",13657.89
"2443",2016,"Mason",8381.2
"2444",2016,"Matagorda",12858.04
"2445",2016,"Maverick",11993.75
"2446",2016,"McCulloch",9705.36
"2447",2016,"McLennan",9247.22
"2448",2016,"McMullen",8028.92
"2449",2016,"Medina",10200.05
"2450",2016,"Menard",11207.26
"2451",2016,"Midland",9363.87
"2452",2016,"Milam",11307.24
"2453",2016,"Mills",8756.63
"2454",2016,"Mitchell",12081.69
"2455",2016,"Montague",10347.51
"2456",2016,"Montgomery",11642.19
"2457",2016,"Moore",8893.26
"2458",2016,"Morris",10436.15
"2459",2016,"Motley",9530.26
"2460",2016,"Nacogdoches",10301.25
"2461",2016,"Navarro",10098.94
"2462",2016,"Newton",11295.2
"2463",2016,"Nolan",10591.45
"2464",2016,"Nueces",11124.52
"2465",2016,"Ochiltree",8836.99
"2466",2016,"Oldham",7032.07
"2467",2016,"Orange",11051.8
"2468",2016,"Palo Pinto",11015.49
"2469",2016,"Panola",11190.61
"2470",2016,"Parker",10837.56
"2471",2016,"Parmer",10257.51
"2472",2016,"Pecos",9854.98
"2473",2016,"Polk",9028.76
"2474",2016,"Potter",10378.47
"2475",2016,"Presidio",5651.86
"2476",2016,"Rains",10861.6
"2477",2016,"Randall",9106.06
"2478",2016,"Reagan",12065.77
"2479",2016,"Real",9482.54
"2480",2016,"Red River",10563.74
"2481",2016,"Reeves",8401.35
"2482",2016,"Refugio",11785.25
"2483",2016,"Roberts",8253.35
"2484",2016,"Robertson",11659.98
"2485",2016,"Rockwall",10318.64
"2486",2016,"Runnels",10707.15
"2487",2016,"Rusk",11411.2
"2488",2016,"Sabine",11536.16
"2489",2016,"San Augustine",10797.9
"2490",2016,"San Jacinto",12795.4
"2491",2016,"San Patricio",10718.38
"2492",2016,"San Saba",8900.24
"2493",2016,"Schleicher",13343.31
"2494",2016,"Scurry",10213.86
"2495",2016,"Shackelford",8945.93
"2496",2016,"Shelby",10482.83
"2497",2016,"Sherman",6593.72
"2498",2016,"Smith",10807.69
"2499",2016,"Somervell",10515.43
"2500",2016,"Starr",12224.58
"2501",2016,"Stephens",9819.09
"2502",2016,"Sterling",8126.41
"2503",2016,"Stonewall",13713.65
"2504",2016,"Sutton",10902.18
"2505",2016,"Swisher",10332.05
"2506",2016,"Tarrant",11725.6
"2507",2016,"Taylor",9843.6
"2508",2016,"Terrell",7919.29
"2509",2016,"Terry",11353.76
"2510",2016,"Throckmorton",13611.43
"2511",2016,"Titus",9867.92
"2512",2016,"Tom Green",9353.35
"2513",2016,"Travis",10258.43
"2514",2016,"Trinity",10740.84
"2515",2016,"Tyler",10266.17
"2516",2016,"Upshur",10819.13
"2517",2016,"Upton",12585.61
"2518",2016,"Uvalde",9126.24
"2519",2016,"Val Verde",8747.02
"2520",2016,"Van Zandt",10213.12
"2521",2016,"Victoria",11038.76
"2522",2016,"Walker",11742.04
"2523",2016,"Waller",11652.16
"2524",2016,"Ward",10516
"2525",2016,"Washington",9149.87
"2526",2016,"Webb",11805.43
"2527",2016,"Wharton",12614.83
"2528",2016,"Wheeler",12592.18
"2529",2016,"Wichita",11445.77
"2530",2016,"Wilbarger",11687.57
"2531",2016,"Willacy",12717
"2532",2016,"Williamson",9574.73
"2533",2016,"Wilson",9440.87
"2534",2016,"Winkler",9973.07
"2535",2016,"Wise",11659.79
"2536",2016,"Wood",10036.4
"2537",2016,"Yoakum",10526.05
"2538",2016,"Young",11559.59
"2539",2016,"Zapata",12696.29
"2540",2016,"Zavala",14217.02
"2541",2017,"Anderson",10521.86
"2542",2017,"Andrews",8621.85
"2543",2017,"Angelina",10342.59
"2544",2017,"Aransas",9116.71
"2545",2017,"Archer",10641.71
"2546",2017,"Armstrong",10035.95
"2547",2017,"Atascosa",10930.37
"2548",2017,"Austin",9387.59
"2549",2017,"Bailey",11667.77
"2550",2017,"Bandera",8385.81
"2551",2017,"Bastrop",10474.73
"2552",2017,"Baylor",11433.67
"2553",2017,"Bee",12116.2
"2554",2017,"Bell",9834.53
"2555",2017,"Bexar",10062.59
"2556",2017,"Blanco",7882.02
"2557",2017,"Borden",7459.79
"2558",2017,"Bosque",8891.73
"2559",2017,"Bowie",9903.23
"2560",2017,"Brazoria",12170.74
"2561",2017,"Brazos",10202.28
"2562",2017,"Brewster",6977.78
"2563",2017,"Briscoe",7567.22
"2564",2017,"Brooks",14510.39
"2565",2017,"Brown",9732.37
"2566",2017,"Burleson",10321.84
"2567",2017,"Burnet",9743.33
"2568",2017,"Caldwell",11948.5
"2569",2017,"Calhoun",11198.58
"2570",2017,"Callahan",10410.1
"2571",2017,"Cameron",11430.3
"2572",2017,"Camp",10721.18
"2573",2017,"Carson",9521.2
"2574",2017,"Cass",10305.99
"2575",2017,"Castro",11215.61
"2576",2017,"Chambers",12286.55
"2577",2017,"Cherokee",10571.72
"2578",2017,"Childress",8434.19
"2579",2017,"Clay",11301.23
"2580",2017,"Cochran",9917.07
"2581",2017,"Coke",9677.58
"2582",2017,"Coleman",9962.74
"2583",2017,"Collin",10769.88
"2584",2017,"Collingsworth",16516.92
"2585",2017,"Colorado",11960.87
"2586",2017,"Comal",9368.01
"2587",2017,"Comanche",9274.89
"2588",2017,"Concho",11835.03
"2589",2017,"Cooke",11047.26
"2590",2017,"Coryell",9483.19
"2591",2017,"Cottle",9167.15
"2592",2017,"Crane",12754.26
"2593",2017,"Crockett",10041.46
"2594",2017,"Crosby",13134.07
"2595",2017,"Culberson",15987.72
"2596",2017,"Dallam",10222.7
"2597",2017,"Dallas",12339.06
"2598",2017,"Dawson",10415.31
"2599",2017,"DeWitt",10637.52
"2600",2017,"Deaf Smith",9202.97
"2601",2017,"Delta",9508.74
"2602",2017,"Denton",10824.63
"2603",2017,"Dickens",11231.61
"2604",2017,"Dimmit",11786.84
"2605",2017,"Donley",9196.25
"2606",2017,"Duval",14220.56
"2607",2017,"Eastland",11289.04
"2608",2017,"Ector",10264.5
"2609",2017,"Edwards",7427.9
"2610",2017,"El Paso",9812
"2611",2017,"Ellis",11121.78
"2612",2017,"Erath",9639.54
"2613",2017,"Falls",11040.66
"2614",2017,"Fannin",11885.24
"2615",2017,"Fayette",10239.12
"2616",2017,"Fisher",11297.74
"2617",2017,"Floyd",10746.89
"2618",2017,"Foard",11721.33
"2619",2017,"Fort Bend",11177.13
"2620",2017,"Franklin",9898.47
"2621",2017,"Freestone",10114.23
"2622",2017,"Frio",10917.79
"2623",2017,"Gaines",10493.46
"2624",2017,"Galveston",13388.63
"2625",2017,"Garza",8831.21
"2626",2017,"Gillespie",7665.92
"2627",2017,"Glasscock",10352.53
"2628",2017,"Goliad",10775.35
"2629",2017,"Gonzales",9990.95
"2630",2017,"Gray",11383.84
"2631",2017,"Grayson",12101.97
"2632",2017,"Gregg",10790.42
"2633",2017,"Grimes",10660
"2634",2017,"Guadalupe",9745.77
"2635",2017,"Hale",10221.06
"2636",2017,"Hall",7634.51
"2637",2017,"Hamilton",9375.24
"2638",2017,"Hansford",12393.01
"2639",2017,"Hardeman",12372.98
"2640",2017,"Hardin",10886.19
"2641",2017,"Harris",12813.84
"2642",2017,"Harrison",10135.59
"2643",2017,"Hartley",10976.07
"2644",2017,"Haskell",10882.42
"2645",2017,"Hays",10136.9
"2646",2017,"Hemphill",7448.59
"2647",2017,"Henderson",10412.96
"2648",2017,"Hidalgo",12092.59
"2649",2017,"Hill",9058.77
"2650",2017,"Hockley",10155.6
"2651",2017,"Hood",9983.73
"2652",2017,"Hopkins",10513.9
"2653",2017,"Houston",9729.27
"2654",2017,"Howard",10197.29
"2655",2017,"Hudspeth",6960.82
"2656",2017,"Hunt",12719.07
"2657",2017,"Hutchinson",10458.29
"2658",2017,"Irion",8616.07
"2659",2017,"Jack",11128.9
"2660",2017,"Jackson",10969.51
"2661",2017,"Jasper",10944.43
"2662",2017,"Jeff Davis",5897.2
"2663",2017,"Jefferson",11677.04
"2664",2017,"Jim Hogg",15795.31
"2665",2017,"Jim Wells",13811.23
"2666",2017,"Johnson",11885.92
"2667",2017,"Jones",11099
"2668",2017,"Karnes",12240.02
"2669",2017,"Kaufman",11617.07
"2670",2017,"Kendall",8708
"2671",2017,"Kenedy",18941.42
"2672",2017,"Kent",10025.02
"2673",2017,"Kerr",9249.24
"2674",2017,"Kimble",12723.35
"2675",2017,"King",20874.88
"2676",2017,"Kinney",7677.84
"2677",2017,"Kleberg",12118.55
"2678",2017,"Knox",11534.73
"2679",2017,"La Salle",10458.42
"2680",2017,"Lamar",10804.8
"2681",2017,"Lamb",9198.81
"2682",2017,"Lampasas",12376.72
"2683",2017,"Lavaca",11097.05
"2684",2017,"Lee",11629.01
"2685",2017,"Leon",9585.81
"2686",2017,"Liberty",13349.56
"2687",2017,"Limestone",10647.55
"2688",2017,"Lipscomb",8311.13
"2689",2017,"Live Oak",9662.34
"2690",2017,"Llano",9394.45
"2691",2017,"Loving",6070
"2692",2017,"Lubbock",10705.06
"2693",2017,"Lynn",12686.52
"2694",2017,"Madison",11786.6
"2695",2017,"Marion",10752.07
"2696",2017,"Martin",12798.72
"2697",2017,"Mason",7379.66
"2698",2017,"Matagorda",12541.27
"2699",2017,"Maverick",11252.05
"2700",2017,"McCulloch",10786.93
"2701",2017,"McLennan",9256.61
"2702",2017,"McMullen",7621.97
"2703",2017,"Medina",10107.51
"2704",2017,"Menard",8313.2
"2705",2017,"Midland",9034.43
"2706",2017,"Milam",11349
"2707",2017,"Mills",8892.89
"2708",2017,"Mitchell",10681.23
"2709",2017,"Montague",10129.11
"2710",2017,"Montgomery",11299.35
"2711",2017,"Moore",9485.78
"2712",2017,"Morris",10696.83
"2713",2017,"Motley",12053.51
"2714",2017,"Nacogdoches",10757.54
"2715",2017,"Navarro",11069.04
"2716",2017,"Newton",10889.83
"2717",2017,"Nolan",10606.7
"2718",2017,"Nueces",10967.82
"2719",2017,"Ochiltree",8886.72
"2720",2017,"Oldham",7825.4
"2721",2017,"Orange",11494.56
"2722",2017,"Palo Pinto",11327.22
"2723",2017,"Panola",11464.17
"2724",2017,"Parker",11553.04
"2725",2017,"Parmer",10967.92
"2726",2017,"Pecos",10647.46
"2727",2017,"Polk",8856.67
"2728",2017,"Potter",10240.32
"2729",2017,"Presidio",5835.28
"2730",2017,"Rains",10164.83
"2731",2017,"Randall",9315.67
"2732",2017,"Reagan",12890.92
"2733",2017,"Real",8535.27
"2734",2017,"Red River",10714.08
"2735",2017,"Reeves",9832.77
"2736",2017,"Refugio",12290.83
"2737",2017,"Roberts",6607.88
"2738",2017,"Robertson",11257.46
"2739",2017,"Rockwall",10835.05
"2740",2017,"Runnels",11517.06
"2741",2017,"Rusk",11533.08
"2742",2017,"Sabine",11051.43
"2743",2017,"San Augustine",10417.82
"2744",2017,"San Jacinto",11723.64
"2745",2017,"San Patricio",10434.91
"2746",2017,"San Saba",9918.52
"2747",2017,"Schleicher",13061.5
"2748",2017,"Scurry",10628.44
"2749",2017,"Shackelford",9474.11
"2750",2017,"Shelby",10321.46
"2751",2017,"Sherman",8075.01
"2752",2017,"Smith",10881.34
"2753",2017,"Somervell",10900.78
"2754",2017,"Starr",12597.92
"2755",2017,"Stephens",10891.99
"2756",2017,"Sterling",9950.65
"2757",2017,"Stonewall",13460.98
"2758",2017,"Sutton",12197.47
"2759",2017,"Swisher",11589.33
"2760",2017,"Tarrant",11999.79
"2761",2017,"Taylor",10464.15
"2762",2017,"Terrell",5947.07
"2763",2017,"Terry",10555.66
"2764",2017,"Throckmorton",13474.93
"2765",2017,"Titus",10099.75
"2766",2017,"Tom Green",9897.75
"2767",2017,"Travis",10202.49
"2768",2017,"Trinity",10138.98
"2769",2017,"Tyler",11150.42
"2770",2017,"Upshur",10637.01
"2771",2017,"Upton",18023.04
"2772",2017,"Uvalde",10617.33
"2773",2017,"Val Verde",9219.11
"2774",2017,"Van Zandt",10552.76
"2775",2017,"Victoria",11228.77
"2776",2017,"Walker",12051.84
"2777",2017,"Waller",11310.21
"2778",2017,"Ward",10643.21
"2779",2017,"Washington",9913.18
"2780",2017,"Webb",11648.54
"2781",2017,"Wharton",12476.23
"2782",2017,"Wheeler",12957.16
"2783",2017,"Wichita",11917.14
"2784",2017,"Wilbarger",13061.56
"2785",2017,"Willacy",13359.39
"2786",2017,"Williamson",9695.57
"2787",2017,"Wilson",9139.25
"2788",2017,"Winkler",10396.89
"2789",2017,"Wise",11850.77
"2790",2017,"Wood",9928.72
"2791",2017,"Yoakum",10242.57
"2792",2017,"Young",11730.17
"2793",2017,"Zapata",12187.84
"2794",2017,"Zavala",12881.93
